"Institution","Major","Avg Debt","Avg Payment","Salary 1 Yr","Salary 4 Yr","Projected Salary 10 Yr"
"University of Akron Main Campus","Geological and Earth Sciences/Geosciences",25157,254,40090,59008,87941
"University of Akron Main Campus","Psychology, General",26182,265,28019,38018,51987
"University of Akron Main Campus","Criminal Justice and Corrections",28061,265,34201,42304,52524
"University of Akron Main Campus","Social Work",24849,233,33546,36160,38996
"University of Akron Main Campus","Criminology",23682,217,33198,42807,55495
"University of Akron Main Campus","Rehabilitation and Therapeutic Professions",25247,254,28620,48443,83908
"University of Akron Main Campus","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",22775,226,60289,63552,67007
"University of Akron Main Campus","Business/Commerce, General",27890,308,39454,43756,48570
"University of Akron Main Campus","Business Administration, Management and Operations",27442,275,42928,60615,86442
"University of Akron Main Campus","Accounting and Related Services",23080,244,52073,59784,68746
"University of Akron Main Campus","Finance and Financial Management Services",21619,233,48830,63213,82288
"University of Akron Main Campus","Human Resources Management and Services",22043,225,46802,55723,66513
"University of Akron Main Campus","Marketing",22801,254,41383,56077,76575
"Ashland University","Teacher Education and Professional Development, Specific Levels and Methods",23085,257,25108,37639,57199
"Ashland University","Biology, General",21874,242,36886,45472,56261
"Ashland University","Criminal Justice and Corrections",28221,286,39118,51448,68089
"Ashland University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",24021,265,62763,63283,63808
"Aultman College of Nursing and Health Sciences","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",21832,230,56067,79153,112857
"Baldwin Wallace University","Biology, General",24288,286,29249,57681,118198
"Baldwin Wallace University","Health and Physical Education/Fitness",28887,286,29539,39800,54024
"Baldwin Wallace University","Criminal Justice and Corrections",27595,286,38947,49436,63048
"Baldwin Wallace University","Business Administration, Management and Operations",25079,286,42965,47483,52520
"Baldwin Wallace University","Accounting and Related Services",23886,286,55092,66371,80191
"Bowling Green State University-Main Campus","Graphic Communications",25141,279,37392,43025,49588
"Bowling Green State University-Main Campus","Special Education and Teaching",23899,276,36493,39187,42098
"Bowling Green State University-Main Campus","Teacher Education and Professional Development, Specific Levels and Methods",23176,265,35695,40145,45202
"Bowling Green State University-Main Campus","Education, Other",24472,276,28214,38464,52859
"Bowling Green State University-Main Campus","Engineering Technologies/Technicians, Other",19769,184,66411,78595,93234
"Bowling Green State University-Main Campus","Human Development, Family Studies, and Related Services",25127,272,27576,39427,56974
"Bowling Green State University-Main Campus","Rhetoric and Composition/Writing Studies",24349,276,32444,43991,60110
"Bowling Green State University-Main Campus","Liberal Arts and Sciences, General Studies and Humanities",29656,315,26554,35902,48910
"Bowling Green State University-Main Campus","Biology, General",23880,260,28817,39286,53988
"Bowling Green State University-Main Campus","Psychology, General",22896,252,26175,39162,59390
"Bowling Green State University-Main Campus","Criminal Justice and Corrections",24370,265,34424,51323,77541
"Bowling Green State University-Main Campus","Social Work",26784,286,38250,45206,53551
"Bowling Green State University-Main Campus","Political Science and Government",24236,252,30572,53307,95371
"Bowling Green State University-Main Campus","Design and Applied Arts",26717,286,36281,44382,54476
"Bowling Green State University-Main Campus","Health Services/Allied Health/Health Sciences, General",24892,276,30975,49282,79829
"Bowling Green State University-Main Campus","Dietetics and Clinical Nutrition Services",23963,274,21029,45597,103913
"Bowling Green State University-Main Campus","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",22585,265,61114,58544,58544
"Bowling Green State University-Main Campus","Health Professions and Related Clinical Sciences, Other",22001,236,32220,46675,68393
"Bowling Green State University-Main Campus","Business/Commerce, General",25883,245,36294,52583,77060
"Bowling Green State University-Main Campus","Business Administration, Management and Operations",22619,252,55790,70489,89467
"Bowling Green State University-Main Campus","Accounting and Related Services",20654,225,54377,66692,82081
"Bowling Green State University-Main Campus","Finance and Financial Management Services",22099,246,52782,70034,93546
"Bryant & Stratton College-Parma","Public Health",41456,477,34752,37428,40329
"Bryant & Stratton College-Parma","Business Administration, Management and Operations",37548,410,37541,42204,47500
"Capital University","Social Work",27209,272,40032,44174,48784
"Capital University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",23352,265,64682,64367,64367
"Case Western Reserve University","Chemical Engineering",20525,246,76683,83342,90632
"Cedarville University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",22453,265,63759,58879,58879
"Central State University","Business/Commerce, General",30911,329,27907,34012,41588
"The Christ College of Nursing and Health Sciences","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",25959,270,62511,66651,71090
"Cincinnati College of Mortuary Science","Funeral Service and Mortuary Science",17250,159,41123,48599,57568
"University of Cincinnati-Main Campus","Natural Resources Conservation and Research",20065,212,30468,36997,45066
"University of Cincinnati-Main Campus","Communication and Media Studies",20603,229,37017,46535,58756
"University of Cincinnati-Main Campus","Computer and Information Sciences, General",22159,237,65840,78120,92917
"University of Cincinnati-Main Campus","Information Science/Studies",23499,236,64491,74729,86749
"University of Cincinnati-Main Campus","Teacher Education and Professional Development, Specific Levels and Methods",24420,265,36536,37959,39442
"University of Cincinnati-Main Campus","Civil Engineering",23146,260,68993,80489,94087
"University of Cincinnati-Main Campus","Mechanical Engineering",21663,265,68886,81244,96037
"University of Cincinnati-Main Campus","Biology, General",22239,236,30856,50674,84943
"University of Cincinnati-Main Campus","Neurobiology and Neurosciences",22299,253,22190,50218,120124
"University of Cincinnati-Main Campus","Multi/Interdisciplinary Studies, Other",23622,236,43515,51456,60989
"University of Cincinnati-Main Campus","Health and Physical Education/Fitness",20999,231,31568,37337,44264
"University of Cincinnati-Main Campus","Chemistry",18588,207,44752,62319,87578
"University of Cincinnati-Main Campus","Psychology, General",22606,242,32434,39689,48732
"University of Cincinnati-Main Campus","Criminal Justice and Corrections",23804,259,37839,47472,59813
"University of Cincinnati-Main Campus","Social Work",27414,270,36228,41234,46997
"University of Cincinnati-Main Campus","Economics",18988,196,46941,70663,107865
"University of Cincinnati-Main Campus","Political Science and Government",20725,216,36765,54415,81576
"University of Cincinnati-Main Campus","Design and Applied Arts",23842,270,50937,56482,62686
"University of Cincinnati-Main Campus","Fine and Studio Arts",27167,297,21493,28618,38366
